2459420.000637 9.070709 0.007865
2459420.007581 9.070611 0.007834
2459420.014526 9.070554 0.007854
2459420.021471 9.070187 0.007845
2459420.028415 9.071153 0.007862
2459420.035360 9.070558 0.007841
2459420.042304 9.069817 0.007862
2459420.049249 9.070279 0.007881
2459420.056194 9.070485 0.007842
2459420.063138 9.070329 0.007895
2459420.070083 9.070492 0.007907
2459420.077027 9.070145 0.007881
2459420.083972 9.069605 0.007906
2459420.090917 9.070219 0.007935
2459420.097861 9.070521 0.007925
2459420.104806 9.069893 0.007935
2459420.111750 9.069345 0.007939
2459420.118695 9.070219 0.007878
2459420.125640 9.070328 0.007947
2459420.132584 9.070143 0.007952
2459420.139529 9.070157 0.007953
2459420.146473 9.070036 0.007947
2459420.153418 9.069400 0.007935
2459420.160363 9.069682 0.007925
2459420.167307 9.070083 0.007924
2459420.174252 9.070389 0.007960
2459420.181196 9.070251 0.007907
2459420.188141 9.070753 0.007893
2459420.195086 9.070188 0.007932
2459420.202030 9.070510 0.007928
2459420.208975 9.070188 0.007924
2459420.215919 9.070457 0.007978
2459420.222864 9.070174 0.007857
2459420.229809 9.069660 0.007919
2459420.236753 9.070587 0.007830
2459420.243698 9.069770 0.007850
2459420.250642 9.069885 0.007862
2459420.257587 9.069378 0.007817
2459420.264532 9.069726 0.007867
2459420.271476 9.070348 0.007908
2459420.278421 9.070499 0.007910
2459420.285365 9.070200 0.007863
2459420.292310 9.069680 0.007848
2459420.299255 9.070423 0.007887
2459420.306199 9.070209 0.007854
2459420.313144 9.069847 0.007831
2459420.320088 9.070772 0.007840
2459420.327033 9.070529 0.007883
2459420.333977 9.070089 0.007907
2459420.340922 9.070417 0.007836
2459420.347867 9.070611 0.007875
2459420.354811 9.070500 0.007822
2459420.361756 9.070367 0.007864
2459420.368700 9.070883 0.007895
2459420.375645 9.070036 0.007836
2459420.382590 9.069696 0.007843
2459420.389534 9.070509 0.007920
2459420.396479 9.070800 0.007907
2459420.403423 9.070191 0.007906
2459420.410368 9.070018 0.007893
2459420.417313 9.069978 0.007928
2459420.424257 9.069832 0.007918
2459420.431202 9.069941 0.007903
2459420.438146 9.070747 0.007931
2459420.445091 9.070362 0.007873
2459420.452036 9.070644 0.007911
2459420.458980 9.070309 0.007964
2459420.465925 9.071206 0.007938
2459420.472869 9.070737 0.007873
2459420.479814 9.069856 0.007939
2459420.486759 9.070449 0.007922
2459420.493703 9.070653 0.007905
2459420.500648 9.070775 0.007896
2459420.507592 9.070547 0.007888
2459420.514537 9.070525 0.007993
2459420.521482 9.071005 0.007902
2459420.528426 9.069550 0.007932
2459420.535371 9.070377 0.007953
2459420.542315 9.070425 0.007938
2459420.549260 9.070471 0.007861
2459420.556205 9.069903 0.007889
2459420.563149 9.070472 0.007931
2459420.570094 9.069753 0.007928
2459420.577038 9.070454 0.007925
2459420.583983 9.070707 0.007911
2459420.590928 9.070723 0.007933
2459420.597872 9.069951 0.007943
2459420.604817 9.070355 0.007929
2459420.611761 9.069978 0.007888
2459420.618706 9.069627 0.007899
2459420.625650 9.069678 0.007958
2459420.632595 9.069732 0.007898
2459420.639540 9.069996 0.007884
2459420.646484 9.069140 0.007852
2459420.653429 9.069370 0.007868
2459420.660373 9.069463 0.007952
2459420.667318 9.069589 0.007933
2459420.674263 9.069970 0.007937
2459420.681207 9.070057 0.007892
2459420.688152 9.070386 0.007893
2459420.695096 9.069932 0.007952
2459420.702041 9.069721 0.007965
2459420.708986 9.069408 0.007903
2459420.715930 9.070035 0.007893
2459420.722875 9.069457 0.007922
2459420.729819 9.070259 0.007954
2459420.736764 9.069679 0.007961
2459420.743709 9.070185 0.007876
2459420.750653 9.070705 0.007957
2459420.757598 9.069551 0.007880
2459420.764542 9.069707 0.007929
2459420.771487 9.070202 0.007986
2459420.778432 9.070086 0.007956
2459420.785376 9.069485 0.007936
2459420.792321 9.069430 0.007942
2459420.799265 9.069797 0.007917
2459420.806210 9.069874 0.007948
2459420.813154 9.070126 0.007948
2459420.820099 9.069670 0.007909
2459420.827044 9.070228 0.007917
2459420.833988 9.069875 0.007972
2459420.840933 9.069911 0.007976
2459420.847877 9.069944 0.007976
2459420.854822 9.069477 0.007989
2459420.861767 9.069845 0.007983
2459420.868711 9.070569 0.007943
2459420.875656 9.070371 0.007944
2459420.882600 9.069489 0.007924
2459420.889545 9.069726 0.007954
2459420.896490 9.070130 0.007953
2459420.903434 9.069820 0.007933
2459420.910379 9.069274 0.007915
2459420.917323 9.069647 0.007924
2459420.924268 9.069729 0.007893
2459420.931213 9.069533 0.007931
2459420.938157 9.069702 0.007933
2459420.945102 9.070522 0.007960
2459420.952046 9.069942 0.007885
2459420.958991 9.069489 0.007883
2459420.965935 9.069889 0.007914
2459420.972880 9.070112 0.007912
2459420.979825 9.070288 0.007920
2459420.986769 9.069654 0.007898
2459420.993714 9.070764 0.007902
2459421.000658 9.070271 0.008001
2459421.007603 9.069585 0.007910
2459421.014548 9.070148 0.007942
2459421.021492 9.070306 0.007959
2459421.028437 9.070923 0.007974
2459421.035381 9.070037 0.007932
2459421.042326 9.069958 0.007882
2459421.049271 9.069712 0.007966
2459421.056215 9.070059 0.007961
2459421.063160 9.070188 0.007978
2459421.070104 9.069949 0.007936
2459421.077049 9.069448 0.007929
2459421.083993 9.070021 0.007968
2459421.090938 9.070821 0.007998
2459421.097883 9.069703 0.007959
2459421.104827 9.070374 0.008002
2459421.111772 9.070260 0.007944
2459421.118716 9.070190 0.007926
2459421.125661 9.070346 0.007950
2459421.132606 9.069540 0.007953
2459421.139550 9.070113 0.007907
2459421.146495 9.069928 0.007890
2459421.153439 9.070346 0.008018
2459421.160384 9.070323 0.007955
2459421.167329 9.069768 0.007920
2459421.174273 9.069379 0.007930
2459421.181218 9.070361 0.007962
2459421.188162 9.070031 0.007979
2459421.195107 9.069569 0.007918
2459421.202052 9.069735 0.007963
2459421.208996 9.070970 0.007942
2459421.215941 9.069840 0.007908
2459421.222885 9.070137 0.007911
2459421.229830 9.070214 0.007908
2459421.236774 9.069990 0.007916
2459421.243719 9.069835 0.008013
2459421.250664 9.070445 0.007940
2459421.257608 9.070233 0.007938
2459421.264553 9.070496 0.007915
2459421.271497 9.070275 0.007855
2459421.278442 9.070395 0.007887
2459421.285387 9.070415 0.007857
2459421.292331 9.070525 0.007899
2459421.299276 9.070020 0.007903
2459421.306220 9.070291 0.007911
2459421.313165 9.070291 0.007905
2459421.320110 9.069627 0.007874
2459421.327054 9.069694 0.007861
2459421.333999 9.069548 0.007885
2459421.340943 9.070183 0.007888
2459421.347888 9.070263 0.007858
2459421.354832 9.069174 0.007924
2459421.361777 9.069496 0.007908
2459421.368722 9.070122 0.007899
2459421.375666 9.070264 0.007830
2459421.382611 9.069873 0.007875
2459421.389555 9.069943 0.007859
2459421.396500 9.068986 0.007932
2459421.403445 9.069179 0.007954
2459421.410389 9.070544 0.007946
2459421.417334 9.069610 0.007918
2459421.424278 9.070159 0.007926
2459421.431223 9.070260 0.007901
2459421.438168 9.070243 0.007961
2459421.445112 9.069776 0.007959
2459421.452057 9.070506 0.007962
2459421.459001 9.069861 0.007896
2459421.465946 9.070799 0.007893
2459421.472890 9.069809 0.007942
2459421.479835 9.070198 0.007935
2459421.486780 9.070218 0.007932
2459421.493724 9.070495 0.007944
2459421.500669 9.070627 0.008005
2459421.507613 9.070543 0.007943
2459421.514558 9.070533 0.007988
2459421.521503 9.070008 0.008005
2459421.528447 9.071100 0.007963
2459421.535392 9.069848 0.007947
2459421.542336 9.070458 0.007948
2459421.549281 9.069989 0.007957
2459421.556225 9.070000 0.007959
2459421.563170 9.070106 0.007929
2459421.570115 9.070642 0.007976
2459421.577059 9.069646 0.007991
2459421.584004 9.069776 0.007909
2459421.590948 9.069898 0.007929
2459421.597893 9.070339 0.007957
2459421.604838 9.070986 0.008006
2459421.611782 9.069826 0.007965
2459421.618727 9.070305 0.008032
2459421.625671 9.069450 0.007955
2459421.632616 9.070053 0.007915
2459421.639561 9.069924 0.007904
2459421.646505 9.070342 0.008002
2459421.653450 9.070105 0.007965
2459421.660394 9.069849 0.007921
2459421.667339 9.068603 0.007902
2459421.674283 9.070651 0.007927
2459421.681228 9.070412 0.007975
2459421.688173 9.069735 0.007982
2459421.695117 9.070168 0.007945
2459421.702062 9.069414 0.007993
2459421.709006 9.069782 0.007922
2459421.715951 9.070782 0.007988
2459421.722896 9.070298 0.007939
2459421.729840 9.070949 0.007972
2459421.736785 9.069698 0.007946
2459421.743729 9.070195 0.007908
2459421.750674 9.070591 0.007925
2459421.757618 9.070048 0.007918
2459421.764563 9.069680 0.007955
2459421.771508 9.070331 0.007958
2459421.778452 9.070659 0.007989
2459421.785397 9.070211 0.007903
2459421.792341 9.070490 0.007960
2459421.799286 9.070568 0.007957
2459421.806231 9.070412 0.007930
2459421.813175 9.069910 0.007972
2459421.820120 9.070029 0.007918
2459421.827064 9.070328 0.007937
2459421.834009 9.070041 0.007921
2459421.840954 9.070315 0.007917
2459421.847898 9.070354 0.007924
2459421.854843 9.069828 0.007972
2459421.861787 9.070383 0.007963
2459421.868732 9.070605 0.007978
2459421.875676 9.070467 0.007907
2459421.882621 9.070360 0.007950
2459421.889566 9.070356 0.007978
2459421.896510 9.070448 0.007917
2459421.903455 9.070532 0.007998
2459421.910399 9.069770 0.007925
2459421.917344 9.070676 0.007955
2459421.924289 9.070636 0.007917
2459421.931233 9.070240 0.007929
2459421.938178 9.069866 0.007927
2459421.945122 9.070017 0.007930
2459421.952067 9.070189 0.007928
2459421.959011 9.070840 0.007940
2459421.965956 9.070661 0.007911
2459421.972901 9.069742 0.007926
2459421.979845 9.070021 0.007960
2459421.986790 9.068614 0.007913
2459421.993734 9.070080 0.007910
2459422.000679 9.070618 0.007885
2459422.007624 9.070311 0.007861
2459422.014568 9.070879 0.007958
2459422.021513 9.069649 0.007868
2459422.028457 9.070673 0.007964
2459422.035402 9.070246 0.007958
2459422.042346 9.070919 0.007950
2459422.049291 9.070217 0.007953
2459422.056236 9.070265 0.007908
2459422.063180 9.070677 0.007989
2459422.070125 9.070982 0.007922
2459422.077069 9.070294 0.007913
2459422.084014 9.070409 0.007915
2459422.090959 9.070488 0.007944
2459422.097903 9.070703 0.007932
2459422.104848 9.069790 0.007879
2459422.111792 9.071125 0.007938
2459422.118737 9.070468 0.007981
2459422.125681 9.071528 0.007930
2459422.132626 9.070610 0.007921
2459422.139571 9.069591 0.007934
2459422.146515 9.069928 0.007914
2459422.153460 9.070907 0.008006
2459422.160404 9.070050 0.007962
2459422.167349 9.069725 0.007917
2459422.174294 9.070065 0.007913
2459422.181238 9.069858 0.007963
2459422.188183 9.071234 0.007938
2459422.195127 9.070389 0.007982
2459422.202072 9.070482 0.007894
2459422.209016 9.070457 0.007907
2459422.215961 9.070237 0.007991
2459422.222906 9.070096 0.007922
2459422.229850 9.070363 0.007923
2459422.236795 9.070621 0.007933
2459422.243739 9.069620 0.007908
2459422.250684 9.070455 0.007898
2459422.257629 9.070688 0.007931
2459422.264573 9.071074 0.007912
2459422.271518 9.070040 0.007925
2459422.278462 9.070368 0.007899
2459422.285407 9.070036 0.007886
2459422.292351 9.070446 0.007922
2459422.299296 9.070628 0.007893
2459422.306241 9.071288 0.007930
2459422.313185 9.070976 0.007891
2459422.320130 9.070724 0.007929
