oid,filter,mjd,mag,magerr,clrcoeff,ref,ref_err
641116100063310,zg,59855.26581,15.50322,0.014460066,-0.06556109,21.915,0.177
641216100035134,zr,59855.28092,15.690043,0.01411325,0.08921132,21.151,0.081
641216100035134,zr,59857.19306,15.69328,0.01411911,0.09387352,21.151,0.081
641116100063310,zg,59857.26713,15.502635,0.014459027,-0.045923933,21.915,0.177
641116100063310,zg,59859.20263,15.521691,0.014493171,-0.096537165,21.915,0.177
641216100035134,zr,59859.22815,15.736437,0.014199085,0.0843875,21.151,0.081
641116100063310,zg,59861.18233,15.534705,0.014516744,-0.056335054,21.915,0.177
641116100063310,zg,59863.17847,15.5498,0.014544349,-0.059407193,21.915,0.177
641216100035134,zr,59863.25023,15.74606,0.014217393,0.08739387,21.151,0.081
641116100063310,zg,59865.19706,15.555175,0.014554248,-0.076584116,21.915,0.177
641216100035134,zr,59867.17475,15.784747,0.014292778,0.091205314,21.151,0.081
641216100035134,zr,59870.17557,15.804467,0.014332331,0.08908754,21.151,0.081
641216100035134,zr,59872.13171,15.831683,0.014388199,0.086311385,21.151,0.081
641116100063310,zg,59872.18363,15.581894,0.014603998,-0.067226395,21.915,0.177
641216100035134,zr,59874.14569,15.8215685,0.014367261,0.08878077,21.151,0.081
641116100063310,zg,59874.18659,15.589405,0.014618148,-0.05848857,21.915,0.177
641216100035134,zr,59877.15999,15.874212,0.0144785615,0.08455617,21.151,0.081
641116100063310,zg,59877.19947,15.609406,0.014656187,-0.068807185,21.915,0.177
641216100035134,zr,59879.13319,15.888641,0.014510089,0.08211837,21.151,0.081
641116100063310,zg,59879.20164,15.607176,0.01465192,-0.04974576,21.915,0.177
641116100063310,zg,59881.13183,15.626606,0.0146893235,-0.05838373,21.915,0.177
641216100035134,zr,59881.20966,15.908938,0.014555198,0.08474016,21.151,0.081
641216100035134,zr,59883.12203,15.901669,0.014538939,0.08865245,21.151,0.081
641116100063310,zg,59883.16509,15.640823,0.0147170145,-0.066184126,21.915,0.177
641216100035134,zr,59888.12335,15.940716,0.014627652,0.0912059,21.151,0.081
641116100063310,zg,59888.175,15.692766,0.014820555,-0.048999753,21.915,0.177
641116100063310,zg,59890.14027,15.689867,0.014814677,-0.0808221,21.915,0.177
